code3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ARG,,,,,,,,,,,0,0,,2,0,,
,,,,,,,,,,,0,,0,0,,,
DJI,,,,,,,,,,,0,,0,0,,,*
GNQ,,,,,,,,,,,0,0,0,2,0,,
HTI,,,,,,,,,,,0,0,,1,1,1,10
MWI,,,,,,,,,,,0,,,,1,1,
SMR,,,,,,,,,,,0,0,,,,,
YEM,,,,,,,,,,,1,,0,3,3,26,32
ZMB,,,,,,,,,,,1,,0,1,0,0,0
IRN,,,,,,,,,,,3,0,,,,,
,,,,,,,,,,,0,0,,0,,,
NZL,,,,,,,,,,,0,,,1,1,1,
TUR,,,,,,,,,,,1,0,,,,,
ZAF,,,,,,,,,,,3,2,2,3,2,3,
GHA,,,,,,,,,,,0,,,,,,
GIN,,,,,,,,,,,0,,,,,,
NGA,,,,,,,,,,,0,,,,,,
ZWE,,,,,,,,,,,0,,,,,,
ESH,,,,,,,,,,,6,0,,0,,,
MAR,,,,,,,,,,,2,9,4,9,2,2,7
MNG,,,,,,,,,,,0,,,,,,
ROU,,,,,,,,,,,0,,,,,,
SEN,,,,,,,,,,,3,0,,1,2,1,*
SYR,,,,,,,,,,,4,4,40,37,6,4,132
TGO,,,,,,,,,,,1,0,,1,0,,
ZWE,,,,,,,,,,,1,0,1,0,0,0,0
CZE,,,,,,,,,,,0,,,,,,
ESH,,,,,,,,,,,1,0,0,1,0,8,*
KWT,,,,,,,,,,,1,0,,,0,1,*
SGP,,,,,,,,,,,0,,0,,,,
USA,,,,,,,,,,,0,,,,0,0,0
ZAF,,,,,,,,,,,0,,,0,1,,
ALB,,,,,,,,,,,1,1,0,,,,
GMB,,,,,,,,,,,2,3,1,1,1,3,*
MRT,,,,,,,,,,,1,0,,,,,
SEN,,,,,,,,,,,5,3,0,,,,
UKR,,,,,,,,,,,0,,,,0,1,*
PAK,,,,,,,,,,,65,0,,1,0,0,0
HTI,,,,,,,,,,,1,1,1,1,1,1,
JPN,,,,,,,,,,,0,,,,0,0,0
LKA,,,,,,,,,,,1,0,,,,,
DZA,,,,,,,,,,,1,2,2,2,7,2,*
IDN,,,,,,,,,,,0,,,,3,3,*
KHM,,,,,,,,,,,0,,,,,,
ESP,,,,,,,,,,,3,1,0,,,,
GAB,,,,,,,,,,,1,1,0,,,,
HRV,,,,,,,,,,,2,2,8,39,0,,
ISR,,,,,,,,,,,0,,0,,,,
,,,,,,,,,,,4,5,4,1,10,14,14
NPL,,,,,,,,,,,2,2,2,0,0,0,0
PSE,,,,,,,,,,,0,1,1,,,,
ATG,,,,,,,,,,,4,,4,0,0,,
COL,,,,,,,,,,,2,0,,,,,
AGO,,,,,,,,,,,8,1,2,2,1,2,
ARM,,,,,,,,,,,1,1,1,1,1,,
BOL,,,,,,,,,,,0,1,0,,,1,
BRA,,,,,,,,,,,0,3,1,1,2,7,
EGY,,,,,,,,,,,0,1,4,4,9,14,
GTM,,,,,,,,,,,0,,1,1,2,,
KEN,,,,,,,,,,,0,,1,1,5,5,
,,,,,,,,,,,1,1,3,3,4,7,
,,,,,,,,,,,1,0,,,,2,
LBR,,,,,,,,,,,2,1,1,1,5,1,
MAR,,,,,,,,,,,1,0,1,1,2,3,
MEX,,,,,,,,,,,1,1,0,,,,
MLI,,,,,,,,,,,1,2,4,3,7,24,
MNG,,,,,,,,,,,1,3,0,,,5,
MUS,,,,,,,,,,,1,0,0,,,,
MYS,,,,,,,,,,,5,0,1,1,0,2,
NER,,,,,,,,,,,0,,6,6,6,,
PER,,,,,,,,,,,4,0,5,5,11,14,
POL,,,,,,,,,,,1,0,,,,,
RWA,,,,,,,,,,,0,,0,0,,3,
SEN,,,,,,,,,,,2,1,0,,,56,
SLE,,,,,,,,,,,0,,,,,1,
TGO,,,,,,,,,,,0,,1,1,1,1,
THA,,,,,,,,,,,2,5,4,4,115,131,55
TUN,,,,,,,,,,,2,0,3,3,18,63,
TZA,,,,,,,,,,,1,2,2,2,7,9,
UKR,,,,,,,,,,,0,,,,,22,
USA,,,,,,,,,,,1,1,0,,,3,
UZB,,,,,,,,,,,0,1,0,,,,
ZAF,,,,,,,,,,,2,0,1,1,1,5,
ZWE,,,,,,,,,,,1,0,1,1,0,2,
PRK,,,,,,,,,,,0,,,,,,
GIN,,,,,,,,,,,0,,,,0,,
TGO,,,,,,,,,,,0,,,,,,
BEN,,,,,,,,,,,1,0,2,1,1,1,*
GBR,,,,,,,,,,,1,1,0,,,,
GMB,,,,,,,,,,,1,0,,3,8,21,21
KAZ,,,,,,,,,,,2,1,0,,1,37,399
SLE,,,,,,,,,,,1,0,,,2,9,*
ZWE,,,,,,,,,,,1,0,,,,2,*
ETH,,,,,,,,,,,1,1,5,8,7,7,7
LBN,,,,,,,,,,,3,1,3,0,0,0,*
PHL,,,,,,,,,,,2,0,3,5,3,3,*
RUS,,,,,,,,,,,1,,,,,,
ARM,,,,,,,,,,,0,,,,0,0,0
CAN,,,,,,,,,,,0,,,,0,0,
MDG,,,,,,,,,,,1,2,10,23,9,10,9
PHL,,,,,,,,,,,0,0,0,1,6,5,*
RUS,,,,,,,,,,,0,0,,0,0,0,0
HTI,,,,,,,,,,,1,1,1,1,1,,
PAK,,,,,,,,,,,0,,4,4,6,6,*
CMR,,,,,,,,,,,0,,,,,,
HUN,,,,,,,,,,,0,0,,,0,,
LBR,,,,,,,,,,,0,,,,,,
NIC,,,,,,,,,,,0,,,,,,
UZB,,,,,,,,,,,0,,,,,,
ALB,,,,,,,,,,,0,,,,,,
NER,,,,,,,,,,,0,,,,,,
DEU,,,,,,,,,,,0,0,,1,,,
FRA,,,,,,,,,,,0,,,0,,,
LKA,,,,,,,,,,,1,0,0,2,1,1,0
TZA,,,,,,,,,,,1,0,,3,1,0,0
,,,,,,,,,,,0,,,,,,*
ZWE,,,,,,,,,,,2,0,0,0,2,2,
AGO,,,,,,,,,,,1,1,1,0,,,
COL,,,,,,,,,,,1,0,,0,0,0,0
GIN,,,,,,,,,,,1,1,0,,,,
HTI,,,,,,,,,,,0,,,,,,
LBY,,,,,,,,,,,0,1,0,0,,,
MAR,,,,,,,,,,,1,0,,1,0,,
NPL,,,,,,,,,,,0,,,0,,,
IND,,,,,,,,,,,3,3,3,3,3,3,*
AFG,,,,,,,,,,,0,,1,0,0,1,0
CUB,,,,,,,,,,,0,,,,,,
RUS,,,,,,,,,,,0,,,,,,
RUS,,,,,,,,,,,1,,,0,,,
LKA,,,,,,,,,,,0,,,,,,*
UKR,,,,,,,,,,,11,0,0,,83,51,29
BEN,,,,,,,,,,,1,1,1,1,1,1,*
ESP,,,,,,,,,,,0,,,,,,
FRA,,,,,,,,,,,1,0,1,1,1,1,*
GBR,,,,,,,,,,,0,1,,,,,
ISR,,,,,,,,,,,0,0,,,,,
KIR,,,,,,,,,,,0,,,,,,
MRT,,,,,,,,,,,1,0,1,1,1,1,*
,,,,,,,,,,,1,1,1,,0,0,0
DZA,,,,,,,,,,,0,2,6,35,10,,
ERI,,,,,,,,,,,2,2,3,17,15,,
MAR,,,,,,,,,,,1,8,19,24,7,2,*
PAK,,,,,,,,,,,21,48,109,101,66,1,*
RUS,,,,,,,,,,,1,2,3,3,3,,
SDN,,,,,,,,,,,1,1,1,6,6,,
SYR,,,,,,,,,,,1,0,1,205,654,3,5
AFG,,,,,,,,,,,0,,,,,,
GMB,,,,,,,,,,,1,1,0,4,4,0,
CHN,,,,,,,,,,,0,0,2,0,0,2,0
IRN,,,,,,,,,,,1,0,1,1,0,3,*
TKM,,,,,,,,,,,2,0,,2,0,0,0
DZA,,,,,,,,,,,3,11,56,4,0,,*
TUR,,,,,,,,,,,2,1,0,,,,
CHE,,,,,,,,,,,0,,,,,,
SYR,,,,,,,,,,,0,,,41,54,107,120
LKA,,,,,,,,,,,14,5,5,0,,,
,,,,,,,,,,,0,,,,0,,
MOZ,,,,,,,,,,,1,1,1,0,0,,
UGA,,,,,,,,,,,1,1,,,,,
BEL,,,,,,,,,,,1,0,1,0,,,
IRQ,,,,,,,,,,,2,0,0,,1,0,0
,,,,,,,,,,,0,0,,,0,0,0
COG,,,,,,,,,,,5,0,,0,,,
CRI,,,,,,,,,,,0,0,0,,0,0,0
MEX,,,,,,,,,,,0,0,0,,0,,
USA,,,,,,,,,,,0,0,,,,,
ZWE,,,,,,,,,,,0,,,,,,
CYP,,,,,,,,,,,0,,0,0,,,
MNE,,,,,,,,,,,0,,,0,2,8,0
PRY,,,,,,,,,,,0,,,,,,
THA,,,,,,,,,,,0,,,,,,*
ARE,,,,,,,,,,,0,1,1,0,1,0,0
ARG,,,,,,,,,,,0,,,0,1,,
,,,,,,,,,,,0,1,0,2,0,,
CRI,,,,,,,,,,,0,,,,,,
IRL,,,,,,,,,,,1,0,,1,0,,
KHM,,,,,,,,,,,0,0,,,0,0,0
PSE,,,,,,,,,,,6,2,2,0,0,,
THA,,,,,,,,,,,1,0,,,,,
ARE,,,,,,,,,,,1,,6,,,,
BHR,,,,,,,,,,,1,4,0,0,0,1,*
DEU,,,,,,,,,,,5,6,0,,,,
KAZ,,,,,,,,,,,0,,,0,,1,0
NZL,,,,,,,,,,,0,1,1,,,,
URY,,,,,,,,,,,0,1,1,,,,
WSM,,,,,,,,,,,2,,,,,,*
YEM,,,,,,,,,,,0,,,,1,1,*
BOL,,,,,,,,,,,1,1,1,1,,,*
,,,,,,,,,,,1,,,,,,
CRI,,,,,,,,,,,1,1,1,1,1,0,0
HND,,,,,,,,,,,2,1,0,0,0,33,36
ISR,,,,,,,,,,,0,,,,,,
LKA,,,,,,,,,,,2,1,1,1,1,1,*
LTU,,,,,,,,,,,0,,,,0,0,0
NAM,,,,,,,,,,,1,1,1,1,1,1,*
,,,,,,,,,,,1,1,1,1,1,1,*
DOM,,,,,,,,,,,1,1,11,27,14,0,0
NER,,,,,,,,,,,4,1,1,2,2,2,*
POL,,,,,,,,,,,0,,,,0,0,0
SLV,,,,,,,,,,,1,1,4,6,4,5,*
THA,,,,,,,,,,,1,0,0,,1,0,0
KHM,,,,,,,,,,,10,0,,,,,
ZAF,,,,,,,,,,,0,0,0,0,,,
HND,,,,,,,,,,,0,,,0,,,
HRV,,,,,,,,,,,1,,,,,,
KEN,,,,,,,,,,,1,4,0,0,0,1,0
LBR,,,,,,,,,,,1,0,,0,0,0,0
TJK,,,,,,,,,,,1,1,,,,,
YEM,,,,,,,,,,,1,1,,0,1,0,*
BOL,,,,,,,,,,,1,2,2,1,0,0,0
PHL,,,,,,,,,,,2,0,,,,,
SWE,,,,,,,,,,,1,0,,,1,1,
CHL,,,,,,,,,,,0,,,0,,,
GMB,,,,,,,,,,,0,1,1,0,1,2,0
MMR,,,,,,,,,,,0,,0,0,0,0,0
MNG,,,,,,,,,,,1,1,0,,,,
PER,,,,,,,,,,,0,,,0,0,,
PHL,,,,,,,,,,,0,0,0,1,6,1,*
USA,,,,,,,,,,,0,3,0,0,,,
EGY,,,,,,,,,,,9,5,6,11,20,14,7
IND,,,,,,,,,,,1,1,0,,1,2,0
ISR,,,,,,,,,,,0,,,,2,0,*
PRT,,,,,,,,,,,0,,,,0,0,0
,,,,,,,,,,,6,0,0,,0,,0
TUR,,,,,,,,,,,6,0,1,0,2,2,*
UGA,,,,,,,,,,,2,0,,,,0,
USA,,,,,,,,,,,1,1,1,1,2,2,0
VNM,,,,,,,,,,,1,3,0,,4,1,
UGA,,,,,,,,,,,1,1,1,1,1,,
,,,,,,,,,,,5,0,0,0,,,
GIN,,,,,,,,,,,6,0,0,0,0,,
MLI,,,,,,,,,,,1,2,0,,2,,
NER,,,,,,,,,,,1,1,0,,,,
SLE,,,,,,,,,,,5,10,1,0,2,,
TGO,,,,,,,,,,,1,1,0,,,,
ZAF,,,,,,,,,,,0,,,1,,,
ZWE,,,,,,,,,,,0,1,0,,0,,0
ETH,,,,,,,,,,,0,,,,,,
GTM,,,,,,,,,,,0,,,,,,0
BGD,,,,,,,,,,,0,2,22,21,0,1,
COD,,,,,,,,,,,8,0,,2,0,,
COG,,,,,,,,,,,0,2,1,7,10,7,7
COM,,,,,,,,,,,0,,1,2,0,,
CZE,,,,,,,,,,,0,,,,0,,
DEU,,,,,,,,,,,0,,,,,,
ECU,,,,,,,,,,,1,0,,,,,
NLD,,,,,,,,,,,0,4,0,1,0,,
,,,,,,,,,,,0,,,,0,0,0
TGO,,,,,,,,,,,0,,,1,2,,
UZB,,,,,,,,,,,1,0,,,1,1,*
YEM,,,,,,,,,,,0,0,0,0,4,,
GIN,,,,,,,,,,,1,0,,,,1,*
HTI,,,,,,,,,,,2,0,,,,,
IDN,,,,,,,,,,,1,,,,,,
LBR,,,,,,,,,,,2,1,1,0,,2,*
TZA,,,,,,,,,,,1,0,,,,,
NER,,,,,,,,,,,0,,,,,,
BOL,,,,,,,,,,,0,,,,,,
ESH,,,,,,,,,,,4,0,,,0,,
KGZ,,,,,,,,,,,1,1,0,,0,,
SEN,,,,,,,,,,,0,,,0,,,
SYR,,,,,,,,,,,0,6,8,2,8,9,41
BWA,,,,,,,,,,,3,0,,,,,
JAM,,,,,,,,,,,1,0,,,1,0,0
JPN,,,,,,,,,,,0,0,6,1,2,3,*
VUT,,,,,,,,,,,1,,,,,,
IRN,,,,,,,,,,,3,,,,0,0,*
CAN,,,,,,,,,,,0,0,,,,,
IDN,,,,,,,,,,,1,1,1,2,1,,*
SUR,,,,,,,,,,,0,,,,,,
GIN,,,,,,,,,,,2,3,4,4,4,4,
MAR,,,,,,,,,,,1,1,1,1,1,1,
SEN,,,,,,,,,,,2,4,6,6,6,6,
IRN,,,,,,,,,,,0,,,,,,
DJI,,,,,,,,,,,2,2,0,,,,
HTI,,,,,,,,,,,1,1,0,,,,
JOR,,,,,,,,,,,1,2,3,8,5,4,0
UZB,,,,,,,,,,,1,1,1,0,6,6,7
KGZ,,,,,,,,,,,47,8,0,,0,,
ETH,,,,,,,,,,,1,1,0,1,0,,
COD,,,,,,,,,,,1,0,,,0,,
PHL,,,,,,,,,,,1,1,0,,,,
,,,,,,,,,,,1,0,0,,0,,
BFA,,,,,,,,,,,1,0,,,,,
CUB,,,,,,,,,,,4,1,0,26,42,41,86
JAM,,,,,,,,,,,0,,,0,0,3,17
YEM,,,,,,,,,,,1,0,,,,,
RWA,,,,,,,,,,,0,0,,,0,0,0
GTM,,,,,,,,,,,1,1,0,0,,,
NPL,,,,,,,,,,,2,2,1,11,14,9,6
,,,,,,,,,,,1,1,1,6,1,1,*
PSE,,,,,,,,,,,1,0,,,5,6,6
USA,,,,,,,,,,,3,1,0,,,,
CAN,,,,,,,,,,,0,,,,,,
LVA,,,,,,,,,,,0,,,,,,
MMR,,,,,,,,,,,4,4,4,6,7,9,9
,,,,,,,,,,,1,1,1,1,1,1,*
BOL,,,,,,,,,,,1,0,,,0,1,*
CHL,,,,,,,,,,,0,,,,0,0,*
CHN,,,,,,,,,,,6,7,0,1,0,,
GUF,,,,,,,,,,,0,,,,,,
AFG,,,,,,,,,,,1,0,,,0,0,0
HND,,,,,,,,,,,1,1,1,1,1,1,0
BGD,,,,,,,,,,,2,1,1,1,1,1,0
COD,,,,,,,,,,,3,0,0,1,0,0,0
MMR,,,,,,,,,,,0,,,1,1,1,*
NGA,,,,,,,,,,,0,3,5,5,2,1,*
ARM,,,,,,,,,,,0,,,,0,,
AZE,,,,,,,,,,,0,,,,,,
BHR,,,,,,,,,,,0,,0,,,,
BHS,,,,,,,,,,,0,,2,2,2,3,*
BWA,,,,,,,,,,,0,2,5,6,17,24,25
,,,,,,,,,,,0,1,3,1,7,8,7
CHL,,,,,,,,,,,0,0,0,0,,2,
COK,,,,,,,,,,,0,,,,,,
DEU,,,,,,,,,,,0,,1,1,1,2,*
DNK,,,,,,,,,,,0,,,,0,,
EST,,,,,,,,,,,0,2,6,7,7,8,5
GBR,,,,,,,,,,,0,,,,0,0,0
GNB,,,,,,,,,,,0,2,0,1,1,5,*
IDN,,,,,,,,,,,0,,,1,1,1,
ISL,,,,,,,,,,,0,0,2,3,3,3,*
ISR,,,,,,,,,,,0,,,0,1,2,*
ITA,,,,,,,,,,,0,,,,0,0,0
JAM,,,,,,,,,,,0,,0,,,3,*
JOR,,,,,,,,,,,0,4,10,9,7,12,7
KHM,,,,,,,,,,,0,,,,0,0,
,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,0,,,,,,
LBN,,,,,,,,,,,0,1,2,2,2,2,*
MDA,,,,,,,,,,,0,,,,,1,
MDG,,,,,,,,,,,0,0,2,2,4,7,*
MRT,,,,,,,,,,,0,1,1,1,1,1,*
MYS,,,,,,,,,,,0,,,,0,,
NAM,,,,,,,,,,,0,1,2,2,2,3,*
NPL,,,,,,,,,,,0,2,58,78,86,140,35
PHL,,,,,,,,,,,0,1,3,6,6,6,6
PNG,,,,,,,,,,,0,,,,,,
SLB,,,,,,,,,,,0,1,4,3,4,5,6
SUR,,,,,,,,,,,0,,,0,,,
TLS,,,,,,,,,,,0,,0,,1,1,0
TUR,,,,,,,,,,,0,2,5,5,3,3,*
USA,,,,,,,,,,,0,,,,,,
YEM,,,,,,,,,,,0,2,4,3,3,8,8
ZAF,,,,,,,,,,,0,,,,,,
CUB,,,,,,,,,,,,1,1,1,1,0,0
PAK,,,,,,,,,,,,0,,,0,,
SOM,,,,,,,,,,,,3,0,,0,,
MMR,,,,,,,,,,,,0,,,,,
GNQ,,,,,,,,,,,,1,,,,,*
JAM,,,,,,,,,,,,0,1,0,0,,*
KHM,,,,,,,,,,,,0,,,,,
LBN,,,,,,,,,,,,2,2,0,0,1,*
LBY,,,,,,,,,,,,2,3,2,0,,*
LTU,,,,,,,,,,,,1,,,,,
MLT,,,,,,,,,,,,0,,,,,
NPL,,,,,,,,,,,,4,2,0,1,,*
YEM,,,,,,,,,,,,20,5,0,0,0,0
GIN,,,,,,,,,,,,1,3,3,4,6,*
TJK,,,,,,,,,,,,0,,,,,
DJI,,,,,,,,,,,,2,1,1,1,3,*
SYC,,,,,,,,,,,,1,0,,1,3,*
COM,,,,,,,,,,,,1,1,2,1,,*
NIC,,,,,,,,,,,,1,1,2,1,0,0
SWE,,,,,,,,,,,,1,0,,,,
TLS,,,,,,,,,,,,1,6,4,0,,
ARE,,,,,,,,,,,,0,,0,0,,
,,,,,,,,,,,,1,1,0,5,4,0
,,,,,,,,,,,,1,0,,,,
FJI,,,,,,,,,,,,1,0,0,,,*
,,,,,,,,,,,,0,1,0,,,
NIC,,,,,,,,,,,,3,0,0,,,
ZMB,,,,,,,,,,,,0,1,0,1,0,0
ERI,,,,,,,,,,,,13,0,,0,0,0
LSO,,,,,,,,,,,,1,0,,,,
,,,,,,,,,,,,2,1,1,1,0,0
RWA,,,,,,,,,,,,0,,,,,
AUS,,,,,,,,,,,,1,0,1,0,,
,,,,,,,,,,,,1,0,,,,
POL,,,,,,,,,,,,1,0,,,,
JOR,,,,,,,,,,,,2,2,0,,7,6
SYR,,,,,,,,,,,,3,3,0,,,
YEM,,,,,,,,,,,,1,1,0,0,4,*
IRN,,,,,,,,,,,,1,1,0,0,,0
LKA,,,,,,,,,,,,3,4,0,,,
EGY,,,,,,,,,,,,1,0,,1,,0
CUB,,,,,,,,,,,,1,0,,,,
LBY,,,,,,,,,,,,1,0,1,8,1,0
TUR,,,,,,,,,,,,1,0,,,,
SVK,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,1,4,7,23,78,81
DEU,,,,,,,,,,,,1,0,,1,1,*
DOM,,,,,,,,,,,,1,6,111,379,775,856
FRA,,,,,,,,,,,,0,1,1,0,6,14
MYS,,,,,,,,,,,,0,,1,1,4,*
STP,,,,,,,,,,,,0,0,0,4,10,8
SYC,,,,,,,,,,,,1,,,,,
BRN,,,,,,,,,,,,1,0,,,,
LSO,,,,,,,,,,,,1,0,,0,,
,,,,,,,,,,,,1,6,9,15,11,12
TTO,,,,,,,,,,,,1,0,,0,,
MAR,,,,,,,,,,,,1,0,,,,
SLV,,,,,,,,,,,,0,,0,3,7,18
COM,,,,,,,,,,,,1,,,,,
LBY,,,,,,,,,,,,4,4,0,,,
GNB,,,,,,,,,,,,0,,,,1,*
CHL,,,,,,,,,,,,0,,,,,
DOM,,,,,,,,,,,,0,,,0,,
HTI,,,,,,,,,,,,0,,1,0,0,0
MOZ,,,,,,,,,,,,1,1,0,,,
RUS,,,,,,,,,,,,0,,1,1,,
AFG,,,,,,,,,,,,0,,,0,0,0
,,,,,,,,,,,,1,0,,0,4,*
CMR,,,,,,,,,,,,0,,5,7,24,19
EGY,,,,,,,,,,,,1,0,1,1,1,*
NAM,,,,,,,,,,,,0,,,,,
NER,,,,,,,,,,,,1,0,,,7,10
SLE,,,,,,,,,,,,0,,1,0,0,0
SYR,,,,,,,,,,,,1,2,4,4,2,6
HUN,,,,,,,,,,,,0,,,,,
USA,,,,,,,,,,,,0,,,,,
COG,,,,,,,,,,,,1,0,3,1,,9
LBY,,,,,,,,,,,,1,2,0,1,2,*
ECU,,,,,,,,,,,,0,0,0,0,0,0
MEX,,,,,,,,,,,,0,0,,,,
USA,,,,,,,,,,,,0,0,0,,,
AUT,,,,,,,,,,,,1,1,1,1,0,0
BHR,,,,,,,,,,,,1,1,13,29,9,22
CRI,,,,,,,,,,,,1,0,,0,,
,,,,,,,,,,,,4,22,32,50,72,155
BGD,,,,,,,,,,,,0,,,0,,
ARE,,,,,,,,,,,,0,0,,,,
GBR,,,,,,,,,,,,0,,,0,,
GRC,,,,,,,,,,,,0,0,0,0,,
,,,,,,,,,,,,0,,,0,1,0
NOR,,,,,,,,,,,,0,0,,0,,
IRN,,,,,,,,,,,,3,0,1,1,1,*
LKA,,,,,,,,,,,,1,1,2,0,1,*
AFG,,,,,,,,,,,,5,0,,0,0,0
FRA,,,,,,,,,,,,0,,,,,
JOR,,,,,,,,,,,,0,,,0,1,
ARE,,,,,,,,,,,,0,,,,,
BFA,,,,,,,,,,,,1,0,,,,
CYP,,,,,,,,,,,,0,,,,,
DZA,,,,,,,,,,,,0,0,0,,,
EST,,,,,,,,,,,,0,,,,,
GUY,,,,,,,,,,,,1,0,,,,
MDV,,,,,,,,,,,,0,,,,,
NER,,,,,,,,,,,,0,0,,0,0,
SEN,,,,,,,,,,,,1,0,0,,,
UGA,,,,,,,,,,,,1,0,,0,0,
UZB,,,,,,,,,,,,1,1,1,0,0,
VCT,,,,,,,,,,,,1,0,,,,
ITA,,,,,,,,,,,,0,,,0,,
TTO,,,,,,,,,,,,0,0,0,,,
BGD,,,,,,,,,,,,0,,,0,0,0
,,,,,,,,,,,,0,0,,1,0,0
CMR,,,,,,,,,,,,0,,,1,,*
GIN,,,,,,,,,,,,0,0,,0,1,
KGZ,,,,,,,,,,,,0,,,1,,
LBY,,,,,,,,,,,,0,,,,,
PSE,,,,,,,,,,,,0,,,0,2,0
ARG,,,,,,,,,,,,1,0,,0,,
CHL,,,,,,,,,,,,0,,,,,
COL,,,,,,,,,,,,3,3,1,2,1,*
DJI,,,,,,,,,,,,0,,0,0,0,0
GTM,,,,,,,,,,,,0,0,,0,0,0
HTI,,,,,,,,,,,,0,,,,,
IRL,,,,,,,,,,,,1,0,,,,
NLD,,,,,,,,,,,,0,0,,,,
PER,,,,,,,,,,,,0,,1,0,,
SGP,,,,,,,,,,,,0,3,0,,,
,,,,,,,,,,,,3,0,,2,1,*
ZAF,,,,,,,,,,,,0,,1,0,,*
ERI,,,,,,,,,,,,1,0,,0,0,0
IRQ,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,0,0,2,1,1,0
ESH,,,,,,,,,,,,0,0,199,524,794,1358
ISR,,,,,,,,,,,,0,0,1,2,2,*
JOR,,,,,,,,,,,,0,0,5,13,10,*
JPN,,,,,,,,,,,,0,,,,,
KWT,,,,,,,,,,,,0,0,1,1,6,0
MUS,,,,,,,,,,,,0,0,9,3,15,5
PRK,,,,,,,,,,,,0,0,42,35,9,11
SLV,,,,,,,,,,,,0,0,2,5,9,*
SUR,,,,,,,,,,,,0,0,17,29,29,7
SWZ,,,,,,,,,,,,0,,,0,,
SYC,,,,,,,,,,,,0,,2,0,0,0
THA,,,,,,,,,,,,0,0,10,9,5,*
YEM,,,,,,,,,,,,0,0,15,26,53,*
ARG,,,,,,,,,,,,1,2,0,1,0,5
BEL,,,,,,,,,,,,0,,0,0,,
,,,,,,,,,,,,4,4,0,0,2,0
NRU,,,,,,,,,,,,3,0,,0,,
,,,,,,,,,,,,0,0,1,9,1,8
SUR,,,,,,,,,,,,0,,,,,
TUV,,,,,,,,,,,,0,,,0,0,0
AFG,,,,,,,,,,,,0,1,0,10,7,9
NPL,,,,,,,,,,,,0,,,,,5
,,,,,,,,,,,,0,,,,,
TJK,,,,,,,,,,,,0,,,0,1,*
TUN,,,,,,,,,,,,0,,,1,3,
KEN,,,,,,,,,,,,1,1,0,,,
IRQ,,,,,,,,,,,,4,4,0,,,
GMB,,,,,,,,,,,,1,2,3,4,4,0
MEX,,,,,,,,,,,,0,,,,,
MOZ,,,,,,,,,,,,0,0,,,,
STP,,,,,,,,,,,,0,0,0,,,
SWZ,,,,,,,,,,,,0,0,,0,0,0
THA,,,,,,,,,,,,0,0,,,,
TLS,,,,,,,,,,,,0,0,0,,,
USA,,,,,,,,,,,,0,0,4,0,,
JAM,,,,,,,,,,,,1,0,,0,0,0
JOR,,,,,,,,,,,,1,0,,,,
UGA,,,,,,,,,,,,1,0,,,,
USA,,,,,,,,,,,,1,0,,,,
TCD,,,,,,,,,,,,0,,0,,,
NAM,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,0,,,0,0,0
BEL,,,,,,,,,,,,1,0,,,,
EGY,,,,,,,,,,,,0,1,5,3,,*
LBY,,,,,,,,,,,,1,2,1,0,0,*
POL,,,,,,,,,,,,1,0,1,0,,
UGA,,,,,,,,,,,,1,0,1,0,0,0
USA,,,,,,,,,,,,0,,,,,
BEN,,,,,,,,,,,,0,0,0,0,,
LBY,,,,,,,,,,,,3,1,1,1,1,12
MUS,,,,,,,,,,,,1,1,0,,,
BHR,,,,,,,,,,,,1,1,0,0,,
LBY,,,,,,,,,,,,1,1,0,1,2,*
AUS,,,,,,,,,,,,0,,,,,
HND,,,,,,,,,,,,1,0,,0,0,0
LCA,,,,,,,,,,,,0,,,,,*
KWT,,,,,,,,,,,,0,,,11,8,8
LBN,,,,,,,,,,,,1,,3,5,4,*
MAR,,,,,,,,,,,,2,2,3,0,6,6
SAU,,,,,,,,,,,,7,7,11,11,9,9
TUN,,,,,,,,,,,,1,1,0,6,6,6
BGD,,,,,,,,,,,,1,0,,,,
,,,,,,,,,,,,1,0,,,,
COL,,,,,,,,,,,,2,1,0,5,,
GMB,,,,,,,,,,,,1,1,0,,,
UGA,,,,,,,,,,,,1,0,,,,
BTN,,,,,,,,,,,,1,0,,,,
KHM,,,,,,,,,,,,1,0,,,,
SAU,,,,,,,,,,,,0,,,,,
ARG,,,,,,,,,,,,0,0,0,1,1,*
CAN,,,,,,,,,,,,0,0,0,0,273,*
,,,,,,,,,,,,0,1,0,0,0,*
CRI,,,,,,,,,,,,0,1,0,0,1,*
CZE,,,,,,,,,,,,0,,,,,
FRA,,,,,,,,,,,,0,,,,,
HTI,,,,,,,,,,,,0,,,1,0,*
MLT,,,,,,,,,,,,0,,,,,
MUS,,,,,,,,,,,,0,4,0,2,1,6
SVN,,,,,,,,,,,,0,,,,,
SWE,,,,,,,,,,,,0,,,,,
THA,,,,,,,,,,,,0,,,1,0,0
DEU,,,,,,,,,,,,6,0,,,,
MDA,,,,,,,,,,,,0,,,,2,*
UGA,,,,,,,,,,,,0,,,0,1,0
BEN,,,,,,,,,,,,1,0,,,8,
CAN,,,,,,,,,,,,0,,,,,
COG,,,,,,,,,,,,0,,,,,
